      1811: (0,0,0,255) #000000FF black
        53: (0,0,1,255) #000001FF srgba(0,0,1,1)
        40: (0,0,2,255) #000002FF srgba(0,0,2,1)
        32: (0,0,3,255) #000003FF srgba(0,0,3,1)
        33: (0,0,4,255) #000004FF srgba(0,0,4,1)
        25: (0,0,5,255) #000005FF srgba(0,0,5,1)
        29: (0,0,6,255) #000006FF srgba(0,0,6,1)
        23: (0,0,7,255) #000007FF srgba(0,0,7,1)
        30: (0,0,8,255) #000008FF srgba(0,0,8,1)
        26: (0,0,9,255) #000009FF srgba(0,0,9,1)
        17: (0,0,10,255) #00000AFF srgba(0,0,10,1)
        13: (0,0,11,255) #00000BFF srgba(0,0,11,1)
        22: (0,0,12,255) #00000CFF srgba(0,0,12,1)
         6: (0,0,13,255) #00000DFF srgba(0,0,13,1)
        15: (0,0,14,255) #00000EFF srgba(0,0,14,1)
        21: (0,0,15,255) #00000FFF srgba(0,0,15,1)
        23: (0,0,16,255) #000010FF srgba(0,0,16,1)
        15: (0,0,17,255) #000011FF srgba(0,0,17,1)
        15: (0,0,18,255) #000012FF srgba(0,0,18,1)
        20: (0,0,19,255) #000013FF srgba(0,0,19,1)
        25: (0,0,20,255) #000014FF srgba(0,0,20,1)
        21: (0,0,21,255) #000015FF srgba(0,0,21,1)
        18: (0,0,22,255) #000016FF srgba(0,0,22,1)
         7: (0,0,23,255) #000017FF srgba(0,0,23,1)
        11: (0,0,24,255) #000018FF srgba(0,0,24,1)
        10: (0,0,25,255) #000019FF srgba(0,0,25,1)
        19: (0,0,26,255) #00001AFF srgba(0,0,26,1)
         8: (0,0,27,255) #00001BFF srgba(0,0,27,1)
        12: (0,0,28,255) #00001CFF srgba(0,0,28,1)
        20: (0,0,29,255) #00001DFF srgba(0,0,29,1)
         8: (0,0,30,255) #00001EFF srgba(0,0,30,1)
        14: (0,0,31,255) #00001FFF srgba(0,0,31,1)
        13: (0,0,32,255) #000020FF srgba(0,0,32,1)
         8: (0,0,33,255) #000021FF srgba(0,0,33,1)
        12: (0,0,34,255) #000022FF srgba(0,0,34,1)
        20: (0,0,35,255) #000023FF srgba(0,0,35,1)
        14: (0,0,36,255) #000024FF srgba(0,0,36,1)
        12: (0,0,37,255) #000025FF srgba(0,0,37,1)
         6: (0,0,38,255) #000026FF srgba(0,0,38,1)
         6: (0,0,39,255) #000027FF srgba(0,0,39,1)
        36: (0,0,40,255) #000028FF srgba(0,0,40,1)
         8: (0,0,41,255) #000029FF srgba(0,0,41,1)
         8: (0,0,42,255) #00002AFF srgba(0,0,42,1)
        14: (0,0,43,255) #00002BFF srgba(0,0,43,1)
        15: (0,0,44,255) #00002CFF srgba(0,0,44,1)
         8: (0,0,45,255) #00002DFF srgba(0,0,45,1)
        17: (0,0,46,255) #00002EFF srgba(0,0,46,1)
        17: (0,0,47,255) #00002FFF srgba(0,0,47,1)
        16: (0,0,48,255) #000030FF srgba(0,0,48,1)
        18: (0,0,49,255) #000031FF srgba(0,0,49,1)
        10: (0,0,50,255) #000032FF srgba(0,0,50,1)
        16: (0,0,51,255) #000033FF srgba(0,0,51,1)
         9: (0,0,52,255) #000034FF srgba(0,0,52,1)
        18: (0,0,53,255) #000035FF srgba(0,0,53,1)
        10: (0,0,54,255) #000036FF srgba(0,0,54,1)
        14: (0,0,55,255) #000037FF srgba(0,0,55,1)
        14: (0,0,56,255) #000038FF srgba(0,0,56,1)
         6: (0,0,57,255) #000039FF srgba(0,0,57,1)
         9: (0,0,58,255) #00003AFF srgba(0,0,58,1)
         8: (0,0,59,255) #00003BFF srgba(0,0,59,1)
        12: (0,0,60,255) #00003CFF srgba(0,0,60,1)
        12: (0,0,61,255) #00003DFF srgba(0,0,61,1)
        15: (0,0,62,255) #00003EFF srgba(0,0,62,1)
        17: (0,0,63,255) #00003FFF srgba(0,0,63,1)
        18: (0,0,64,255) #000040FF srgba(0,0,64,1)
        13: (0,0,65,255) #000041FF srgba(0,0,65,1)
        35: (0,0,66,255) #000042FF srgba(0,0,66,1)
         9: (0,0,67,255) #000043FF srgba(0,0,67,1)
        11: (0,0,68,255) #000044FF srgba(0,0,68,1)
        13: (0,0,69,255) #000045FF srgba(0,0,69,1)
         7: (0,0,70,255) #000046FF srgba(0,0,70,1)
        12: (0,0,71,255) #000047FF srgba(0,0,71,1)
        16: (0,0,72,255) #000048FF srgba(0,0,72,1)
        10: (0,0,73,255) #000049FF srgba(0,0,73,1)
        13: (0,0,74,255) #00004AFF srgba(0,0,74,1)
        18: (0,0,75,255) #00004BFF srgba(0,0,75,1)
        21: (0,0,76,255) #00004CFF srgba(0,0,76,1)
         4: (0,0,77,255) #00004DFF srgba(0,0,77,1)
        12: (0,0,78,255) #00004EFF srgba(0,0,78,1)
         7: (0,0,79,255) #00004FFF srgba(0,0,79,1)
        24: (0,0,80,255) #000050FF srgba(0,0,80,1)
         9: (0,0,81,255) #000051FF srgba(0,0,81,1)
        12: (0,0,82,255) #000052FF srgba(0,0,82,1)
        17: (0,0,83,255) #000053FF srgba(0,0,83,1)
        15: (0,0,84,255) #000054FF srgba(0,0,84,1)
        27: (0,0,85,255) #000055FF srgba(0,0,85,1)
         8: (0,0,86,255) #000056FF srgba(0,0,86,1)
        16: (0,0,87,255) #000057FF srgba(0,0,87,1)
        11: (0,0,88,255) #000058FF srgba(0,0,88,1)
        14: (0,0,89,255) #000059FF srgba(0,0,89,1)
        15: (0,0,90,255) #00005AFF srgba(0,0,90,1)
        14: (0,0,91,255) #00005BFF srgba(0,0,91,1)
